"state_name","race_grp","pop_share_agg","pop_weighted"
"Missouri","Hispanic",0.0277504757531367,19014.8435327608
"Missouri","American Indian or Alaska Native",0.00350961518462271,2335.51040980151
"Missouri","Native Hawaiian or Other Pacific Islander",0.000837952727425831,536.41975015042
"Nebraska","White",0.856664732216852,172173.793284369
"Nebraska","Hispanic",0.069174658244704,17374.192728732
"Nebraska","Black",0.0369878543380212,8646.300962142
"Nebraska","Other",0.0102907487062613,2664.601303305
"Nebraska","American Indian or Alaska Native",0.00606276145243098,1417.035953961
"Nebraska","Asian",0.0206815765127222,5033.18012818
"Nebraska","Native Hawaiian or Other Pacific Islander",0.000137668529008758,41.325225964
"Nevada","Hispanic",0.214786292560951,81330.7977977978
"Nevada","Asian",0.0920255243228956,33770.7367367367
"Nevada","White",0.573626006266616,207509.411411411
"Nevada","Other",0.0246830466401553,9359.30430430431
"Nevada","American Indian or Alaska Native",0.00859598918008825,3183.20920920921
"Nevada","Black",0.081241387343066,30333.4024024024
"Nevada","Native Hawaiian or Other Pacific Islander",0.00504175368622774,1878.22622622623
"New Jersey","White",0.613739533837085,883173.050505051
"New Jersey","Black",0.1159617638446,183014.565656566
"New Jersey","Hispanic",0.164460582198942,276749.323232323
"New Jersey","Asian",0.0907814468129803,149722.838383838
"New Jersey","Other",0.0137946424830588,23227.2222222222
"New Jersey","American Indian or Alaska Native",0.000947755599895436,1441.62626262626
"New Jersey","Native Hawaiian or Other Pacific Islander",0.000314275223438246,496
"New Mexico","Hispanic",0.436496788707909,352401.218602694
"New Mexico","White",0.439851171948645,271663.50284002
"New Mexico","American Indian or Alaska Native",0.0757746310296135,63235.62150028
"New Mexico","Asian",0.0159666289607182,13546.691834708
"New Mexico","Other",0.0136502332567311,11764.636227958
"New Mexico","Black",0.0179131771110582,13869.561341016
"New Mexico","Native Hawaiian or Other Pacific Islander",0.000347368985325405,304.060943018
"North Carolina","White",0.703678679158516,1189371.53907816
"North Carolina","Asian",0.0242127918743877,53285.6472945892
"North Carolina","Black",0.192616302546508,362921.410821643
"North Carolina","Hispanic",0.0560380370861713,132581.24248497
"North Carolina","Other",0.0131595657319022,28448.8547094188
"North Carolina","Native Hawaiian or Other Pacific Islander",0.000395782348753628,969.802605210421
"North Carolina","American Indian or Alaska Native",0.0098988412537613,18739.9308617234
"North Dakota","White",0.89398454161821,69556.588785186
"North Dakota","Other",0.0131756607530779,1208.79086492
"North Dakota","American Indian or Alaska Native",0.0374752692775238,3233.874111733
"North Dakota","Hispanic",0.0227038147633963,2327.48093503
"North Dakota","Asian",0.0116599280135965,1159.100705576
"North Dakota","Black",0.018527960424153,1793.988235097
"North Dakota","Native Hawaiian or Other Pacific Islander",0.00247282515004272,223.416109833
"Ohio","Hispanic",0.0253167416215783,29208.732588148
"Ohio","White",0.836971892721635,793310.074533441
"Ohio","Black",0.104403564471201,107572.860631752
"Ohio","Asian",0.019318893775598,21284.203344918
"Ohio","Other",0.0121070549857019,14209.678190098
"Ohio","American Indian or Alaska Native",0.00144611240283648,1525.524846697
"Ohio","Native Hawaiian or Other Pacific Islander",0.000435740021449366,364.684420756
"Oklahoma","White",0.725921970902487,486397.955734004
"Oklahoma","Black",0.0608876250627916,42635.719659372
"Oklahoma","Hispanic",0.0728061238122051,54002.967159772
"Oklahoma","American Indian or Alaska Native",0.0665236121395868,46548.602196364
"Oklahoma","Other",0.0526291299368043,37791.447307806
"Oklahoma","Asian",0.0202708733971117,14461.045523458
"Oklahoma","Native Hawaiian or Other Pacific Islander",0.00096066474901336,741.061362778
"Oregon","Hispanic",0.0840512537934917,38285.1919191919
"Oregon","White",0.823750980887237,282624.787878788
"Oregon","Black",0.0139738154601238,5819.22222222222
"Oregon","Other",0.0249198272109964,10725.3636363636
"Oregon","American Indian or Alaska Native",0.00899771185749057,3393.92929292929
"Oregon","Asian",0.0421233872759273,17207.3838383838
"Oregon","Native Hawaiian or Other Pacific Islander",0.00218302351473378,915.767676767677
"Pennsylvania","White",0.824696389142807,582387.991227285
"Pennsylvania","Black",0.0859179818664003,62653.207877858
"Pennsylvania","Hispanic",0.0480048609573681,35999.525577786
"Pennsylvania","Asian",0.0292389838436586,21624.475825382
"Pennsylvania","Other",0.0107802222217393,7955.395245663
"Pennsylvania","American Indian or Alaska Native",0.00124684009185123,915.432618166
"Pennsylvania","Native Hawaiian or Other Pacific Islander",0.000114721876175355,91.398117056
"Rhode Island","White",0.792308928987105,96850.0360685302
"Rhode Island","Hispanic",0.108115067488011,15184.2445646729
"Rhode Island","Asian",0.0292109452760322,4088.57849914838
"Rhode Island","Other",0.021084524277875,2881.96453261196
"Rhode Island","Black",0.0465247102126383,6241.34154894299
"Rhode Island","Native Hawaiian or Other Pacific Islander",0.000134752757431541,19.5371205290051
"Rhode Island","American Indian or Alaska Native",0.00262107100090705,351.888588317804
"South Carolina","Black",0.232467925492784,177439.861036086
"South Carolina","White",0.706873177741938,560464.21301141
"South Carolina","Hispanic",0.0334488165728726,23631.948447697
"South Carolina","American Indian or Alaska Native",0.00351182453424541,2722.829306143
"South Carolina","Asian",0.0136620501683172,10134.32070337
"South Carolina","Other",0.00928134277704777,6616.884871743
"South Carolina","Native Hawaiian or Other Pacific Islander",0.000754862712794782,486.205941269
"South Dakota","White",0.874484094883492,83232.639035547
"South Dakota","Hispanic",0.0258362734590887,2367.83488427
"South Dakota","Black",0.0167016101710177,1631.31565892
"South Dakota","Other",0.013131235336027,1344.465598825
"South Dakota","American Indian or Alaska Native",0.0577817586406673,5680.544840158
"South Dakota","Asian",0.0115406889291055,1152.579990522
"South Dakota","Native Hawaiian or Other Pacific Islander",0.000524338580601747,56.009973525
"Tennessee","White",0.796590098438269,551147.2509
"Tennessee","Hispanic",0.0317892221784254,25343.1261
"Tennessee","Black",0.14201426431639,105554.2456
"Tennessee","Other",0.0112634448299334,8488.2931
"Tennessee","Asian",0.0157745040916366,11872.3832
"Tennessee","American Indian or Alaska Native",0.00231021340923038,1868.518
"Tennessee","Native Hawaiian or Other Pacific Islander",0.000258252736115083,170.9038
"Texas","Asian",0.0483852162972834,278181.26237998
"Texas","Hispanic",0.318478729931256,1884658.31000454
"Texas","White",0.500216552831468,2632907.92187069
"Texas","Black",0.117939200686792,664616.34542799
"Texas","Other",0.0109981900827583,68735.32507247
"Texas","American Indian or Alaska Native",0.00325970398839756,17940.355094734
"Texas","Native Hawaiian or Other Pacific Islander",0.000722406182044664,4158.630722544
"Utah","Other",0.0152383020627843,6912.06193806194
"Utah","White",0.827165011481917,269071.348651349
"Utah","Hispanic",0.109766556872544,42915.9210789211
"Utah","American Indian or Alaska Native",0.00910872730419719,3415.3036963037
"Utah","Black",0.00782178238590324,3087.62937062937
"Utah","Asian",0.0240099902718176,8926.27672327672
"Utah","Native Hawaiian or Other Pacific Islander",0.00688962962083679,2541.15684315684
"Vermont","White",0.950216840850721,54139.5805777686
"Vermont","Other",0.0122078586688168,845.246943347247
"Vermont","Black",0.0079951095948894,519.909448326909
"Vermont","Asian",0.0138962739779439,871.104390075104
"Vermont","Hispanic",0.010784970764551,814.846492203846
"Vermont","American Indian or Alaska Native",0.00435394832334049,332.814763059815
"Vermont","Native Hawaiian or Other Pacific Islander",0.000544997819737256,22.7514789827515
"Virginia","White",0.672632439398328,587473.715
"Virginia","Other",0.0163648142379852,16095.726
"Virginia","Black",0.177891708436886,164572.245
"Virginia","Hispanic",0.0672325542646508,67116.35
"Virginia","Asian",0.0635041159734933,59685.307
"Virginia","American Indian or Alaska Native",0.00190568560102844,1682.978
"Virginia","Native Hawaiian or Other Pacific Islander",0.000468682087627894,483.413
"Washington","White",0.759336787530845,1001308.65905966
"Washington","Other",0.0288975377239449,40266.08820525
"Washington","Asian",0.0853314481083177,116522.289036782
"Washington","Hispanic",0.0797226609211685,111444.384212522
"Washington","Black",0.0317074165909581,43577.355782082
"Washington","Native Hawaiian or Other Pacific Islander",0.00486741450599816,6792.162488469
"Washington","American Indian or Alaska Native",0.0101367346187673,13621.406257236
"West Virginia","White",0.944349195935332,178156.712459372
"West Virginia","Other",0.00798347791591738,1679.230573588
"West Virginia","Black",0.0302110686115721,5805.16292614
"West Virginia","Hispanic",0.00873979754881257,1676.98853805
"West Virginia","American Indian or Alaska Native",0.00167110017188391,371.255625678
"West Virginia","Asian",0.00701162979049867,1468.58290369
"West Virginia","Native Hawaiian or Other Pacific Islander",0.000033730025983229,8.5677639
"Wisconsin","White",0.871501638782389,737019.713322339
"Wisconsin","American Indian or Alaska Native",0.00595849222900194,4829.236481659
"Wisconsin","Black",0.0467081836273099,36549.511536462
"Wisconsin","Other",0.00933968333288377,7028.983600803
"Wisconsin","Hispanic",0.0443753075519625,33188.131072542
"Wisconsin","Asian",0.0215940180710078,16294.387104616
"Wisconsin","Native Hawaiian or Other Pacific Islander",0.000522676405445232,385.298798629
"Arkansas","White",0.78294553125093,292038.606606607
"Arkansas","Hispanic",0.0485400768934263,19876.2762762763
"Arkansas","Other",0.0145783896674023,5676.02602602603
"Arkansas","Black",0.133709826923364,53140.5515515516
"Arkansas","Asian",0.0128678386026353,5410.06006006006
"Arkansas","American Indian or Alaska Native",0.00564485117353913,2263.97397397397
"Arkansas","Native Hawaiian or Other Pacific Islander",0.00171348548870307,666.455455455455
"Georgia","Black",0.284809675991411,389092.179179179
"Georgia","White",0.598205657593299,750708.085085085
"Georgia","Other",0.0127565922109954,17723.2372372372
"Georgia","Hispanic",0.0639694177876716,91984.3123123123
"Georgia","Asian",0.0377849850214278,52145.1401401401
"Georgia","American Indian or Alaska Native",0.00204526886589819,2802.85385385385
"Georgia","Native Hawaiian or Other Pacific Islander",0.000428402529297276,540.820820820821
"Hawaii","Other",0.14062658645464,26797.2582582583
"Hawaii","Native Hawaiian or Other Pacific Islander",0.0837951295330607,15598.5485485485
"Hawaii","Hispanic",0.0667813902647189,12767.984984985
"Hawaii","Asian",0.452166008609771,80568.005005005
"Hawaii","White",0.24117423674919,43818.3303303303
"Montana","American Indian or Alaska Native",0.0443190585165387,6575.75575575576
"Montana","White",0.898667406362166,125978.236236236
"Montana","Other",0.018892420914079,2896.05305305305
"Montana","Hispanic",0.0276034558019982,3819.06606606607
"Montana","Asian",0.00669973425456062,878.63963963964
"Montana","Black",0.00314607380232448,448.377377377377
"New Hampshire","White",0.929857312381575,174539.552552553
"New Hampshire","Hispanic",0.0253655765284507,4924.26026026026
"New Hampshire","Other",0.0110020191132699,2241.003003003
"New Hampshire","Asian",0.0223438950233821,4249.53853853854
"New Hampshire","Black",0.0098906867142645,1756.4034034034
"New Hampshire","American Indian or Alaska Native",0.000938353604940477,181.855855855856
"New York","White",0.60837245403689,1497719.63763764
"New York","Hispanic",0.157289756669272,411670.088088088
"New York","Black",0.131273492099827,338812.145145145
"New York","Other",0.0178657993188157,47092.3543543544
"New York","Asian",0.0828879341569505,214158.611611612
"New York","American Indian or Alaska Native",0.00217824172425661,5601.3013013013
"Wyoming","Hispanic",0.0695595745430384,5339.06206206206
"Wyoming","White",0.886450368587304,64339.2542542543
"Wyoming","American Indian or Alaska Native",0.017951136179388,1340.69069069069
"Wyoming","Asian",0.00686356745073362,407.751751751752
"Wyoming","Other",0.0119173657805329,863.368368368368
"Hawaii","American Indian or Alaska Native",0.00164741073100404,345.298298298298
"Hawaii","Black",0.0138092376576144,2709.79379379379
"New Hampshire","Native Hawaiian or Other Pacific Islander",0.000602156634117348,102.097097097097
"New York","Native Hawaiian or Other Pacific Islander",0.000132321993987971,322.059059059059
"Wyoming","Native Hawaiian or Other Pacific Islander",0.001080802258029,77.3583583583584
"Wyoming","Black",0.00617718520097377,489.374374374374
"Montana","Native Hawaiian or Other Pacific Islander",0.000671850348333018,85.945945945946
